epoch,accuracy,loss,val_accuracy,val_loss
0,0.761069655418396,0.6602592468261719,0.886069655418396,0.34278762340545654
1,0.9026119112968445,0.2890033721923828,0.8875622153282166,0.3440469205379486
2,0.9525497555732727,0.1419157236814499,0.9094527363777161,0.3080400824546814
3,0.9773631691932678,0.07316531985998154,0.9124377965927124,0.3645262122154236
4,0.9920397996902466,0.025757545605301857,0.9079601764678955,0.43385857343673706
5,0.9959577322006226,0.011564962565898895,0.9169154167175293,0.47711995244026184
